rank,message
positive,Listening to Nora Jones &quot;Feels Like Home&quot; (#spotimusic  http://bit.ly/3ZhmJ) Happy Tuesday everyone! 
positive,"@trishw78 @Cabaal Thanks Both planning to get the 1D and 70-200 in it (mounted) hopefully it'll fit,Bringing gear to check "
positive,"@fxmixer Do you sell prints of those colored-drop pictures you just added to your site? If so, how much? They're so pretty "
positive,will be right back later  http://plurk.com/p/11aqs2
positive,@valgal210 who is that about? and @GabrielaElena yay for random things haha 
positive,time for bed 
positive,my hair is sooo soft 
positive,Has Had Her ProPlus &amp; Raring To Go! Assignments HAVE To Be Done.. 3 Days Til Turkeeey Duuudes 
positive,awh tonight was so great. i'm so glad i went to see my baby. i love all of our inside jokes. life is so good right now 
positive,"@amalinaaa LOL. thnks, i saw that already! soo cool &amp; awesome! (: haha, dougie likes NICK JONAS! like high-five to him! "
positive,"@aulia thank you  nyari yang standard ajah, kalo yang in ear bisa jadi autis sendiri :p"
positive,@monicafrancesca hi fran...  we are invisibly beside you hahaha
positive,"will EUR/USD try to test 1,40 again or will it bounce back to the 1,37 levels? where is the true charttechnical analysis? "
positive,the song &quot;Evie&quot; relaxes me  I think I can sleep now
positive,@herojaejoong  I love you and miss you. I can't wait for you. Don't be sick!! 
positive,@raghur @adropofwisdom Happy Anniversary!  May you have many more!!! 
positive,@efreeman YAY! Twins ... must mean google Fail - I'm off the hook 
positive,"@gschan fortunately, I have.  love the new avatar. Green Panda!!"
positive,"@KELLY__ROWLAND i cant wait to see you on it!! Good luck kelly!! ur gona be  amazin, so glad to see u on tv! "
positive,@nickie72  roflmao - but I would defo keep my clothes on 
positive,Succesfull transfer or servers completed... now I can have my mind on &quot;relaxed mode&quot; 
positive,"@DaveJMatthews Dear mister Matthews, how is life these days? Rgds, big fan "
positive,Looking through Chris Pirillo's list of top 100 mac apps wondering what to try next  http://bit.ly/JdHCd
positive,@ddlovato I miss that feeling!  Its like you're too hyped and too exhausted and a part of you wants to stay awake to &quot;feel&quot; reality...
positive,@pareidoliac  Yes! lol v. good - Ofcourse you can't make difficult concepts &quot;easy&quot; just there's lots of waffle about  that's all I meant
positive,"@benjimmin They were the highest placed clubs last season. *snort* Or people just feel sorry for them because, well, they're shit "
positive,@misspthev  awww damnnn.. hella mad! but hey more to come for you... this is only the beginning! 
positive,"@Reynolds Ok, egosurfer... is there an online URL equivalent? "
positive,BTW:- TIPTO = Truly Independent Professional Travel Organisation for those who are asking...   
positive,"another day of monkey business, will u ever stop?? "
positive,@aral Good catch 
positive,@DanMerriweather u have wierd rock with u bags dear  maybe u'd learn some woodoo acts? ;)
positive,I think I'm seriously gonna make the the transition from day to night...I love the peace @ 3am in the morning...its a beautiful thing 
positive,@Raghallaigh @UltimateHurl  As though there'd be a change 
positive,@JamFactory I'll be there!  i need more droplets already! 
positive,http://twitpic.com/7j89f - My Yamaha drums + Tama hardware  My left crash is like a 50 year old Zildjian 18&quot; A(I think) The rest is Sa ...
positive,is at Kathryn's waiting for her to get off the phone to India about her shoddy computer! So that then we can go out 
positive,@heykim I did get one hello message  Did u get that new software update today? It prompted on my phone.
positive,@tommcfly .. I cant work out how to actually use twitter so hope this is right  amazing show wth jb last night...i screamed sooooo loud 
positive,"Why the hell is my flat so tidy and clean, when the exams will be in only a few days? "
positive,Prob not going to bed today 
positive,@jontravels good to hear man!! Don't forget to post pics! we'll be following 
positive,@adamblacklin Sounds perfect. In that case I officially declare... you are not a c*ck...  
positive,"@KyeLani OW! Yep, that would do it! "
positive,Tex Murphy series comes to GOG... It seems it is a good chance to finish Under a Killing Moon at last. 
positive,Time to go home. and stop by the dvd shop.  yays. I love me my movies.
positive,@ChristinaSticky I just hope I pass  that's all I could ever hope for 
positive,"@RawFoodNation Sums up life, really "
positive,@bradiewebbstack hope you reply to my myspace comment. my name display name is daisy if your wondering haha 
positive,I must say its quite warm but my uncle is going to kill me 
positive,i was very chubby 
positive,YAAAAAY i got a freaking A 
positive,"@appiphany that monitor is a Dell, and (AFAIK) they don't make touchscreen 24 inchers.. Nice video though.. I wish it's real  #bigiphone"
positive,@ddlovato shaved head?  that's awesome 
positive,Yessshh.. JB have 9 nominations.. even Frankie  vote?
positive,@hajovanbeijma please let me know when they are up so I can blog about them 
positive,2 days! For my dream to come true!!!! 
positive,is bopping along to &quot;Love Game&quot; - Lady Gaga in english 
positive,"@CatatonicCat @fionaflaherty ok cool I'm in, do I just twitter lies about how much I've lost each week "
positive,I need to sleep but then I won't 
positive,@swinhoe Can I have your autograph? 
positive,"@Jonasbrothers Congrats, Nick. "
positive,@Mystery_Celeb 
positive,YAAAAAAAAAY--- NEW SHIT!_____------ http://www.jbigga.com/ ------------ 
positive,The reason's why I use TweetLater...  http://bit.ly/uJD5u
positive,Yuss LOVE this time of the night! Warm and in bed hmmm 
positive,@cherrymafia hahaha oh ok just wondering. good luck. 
positive,rise n shine  just talkn to john and bout to start gettn ready for the day!
positive,"@sowrongitsbec Lol, that tweet he just did about Gen Y winning twice was in response to a friend of mine at OCK "
positive,OOohOOh! My nephew is borning!!! I mean.. my bro and wife are in the hospital waiting for him to born  YAY!! 
positive,"I'm thinking this is not something you want, this is something you need.... I'm talking about honesty and you daily fiber "
positive,@ezrabutler Robots need not apply 
positive,On the way to Teeside park. New @Jonasbrothers album on. 
positive,Just about to set off on a book hunt. I always set off hoping for huge bag of 1st editions.Dickens 1st ed. for a pound would be nice 
positive,has had to &quot;fix&quot; an eye everyday this week with minimal complaints from the wearer...I think we have graduated. 
positive,7:20pm: i just got the news that my friend Micah passed her Programming2!! yey!! time to party!! 
positive,@theguigirl Good morning 
positive,Who wants to hang today? No cheerleadinggg 
positive,@KELLY__ROWLAND OMG Kelly u were AMAZING!!!!! Your voice is so pure it was just fantastic!! 
positive,@holeycoww Make me an offer 
positive,@BlackHeartWhore no I don't  - anyway - why are friends for if not to make our life funnier? 
positive,De ce sa nu mananc mancare chinezeasca cu betigasele in birou? 
positive,Good to hear Shamrock Rovers mentioned on Terry Wogan  http://bit.ly/18PFFt  35 mins
positive,It's a beautiful morning.  Wondering if it'll stay that way all day. We sure could use some sunshine.
positive,@lifetimeofdream hey ma german baby...miss uu...hope u are taking good care of yourself...how do u say i want to take a shit in german? 
positive,"@Bebz_iddon ha sound lovely  dont forget to get onto dave so he can bring us food, im feeling a fat binge !"
positive,sometimes its going to rain... ITS RAINING. HIP HIP HOORAY. 
positive,is eating lychee  http://plurk.com/p/11c7sp
positive,@brookesmyname cause your a cool cat. embrace it! lol 
positive,"@leif_n if they are real, i love the green one  very cute"
positive,Good Morning Tweeple! Make today a great day! And continue to spread love...  
positive,"OMW to school, day 2 of 12 &amp; 45 days to go until i see my love "
positive,@jedbramwell thanks for #teddytuesday 
positive,"ooh, think i can hear my colleague arriving, doubt i will be on here much this afternoon, will try and sneak on "
positive,Didn't have coffee this morning. It's surprising because I'm not tired. 
positive,Going to be doing a sort out day last one was during my last two trips its about time to get another sorting out day in place xxx  Lov ...
positive,"@theroguegirl Hey there, how are you today? *waves madly back* Oh, and big smiles right back atcha. Hope you're having a great day!! "
positive,@HollyYM English lit degree with primary teaching  x
positive,"came home from the party, now it's time to hit the sack. Good night angels! hope you guys had an awesome day today! tc and God bless! "
positive,@illuminantceo phew! thats good! @ least its no longer midnight dark! 
positive,@MichelleH1993 Wow that are really good questions michelle.  The woman from yesterday was scarry she is FAT. Ihhhh
positive,@bundaolala thx 4 follow me 
positive,doing my english presentation.. ugh its hard being german 
positive,The view from my dorm room here at night is really pretty. 
positive,@bmichalk turns out he was acting asleep... That little tricker! 
positive,Lil ajees is trying to learn how to walk now 
positive,@ccorte7 you would! hope FOAP is GREAT today! 
positive,Vacation to Lake George! Will be back sometime on Friday. Text or call me if you need me. I'll miss you all  &lt;33333
positive,"Laundry day! buuuut, I am not feeling it, so I'll be naked today  My door is locked...don't bother..."
positive,"@RochelleYap Hmmmmmmm, maybe! After the cip k? I register for you "
positive,@nozomi83 Hmm ever thought of having some gothic jewellery? black diamonds etc.. 
positive,Ushered for zone B &amp; C stayover and got prayed for in the end. Love it. New visions.  Felt like a youth! No wait... I AM A YOUTH. Haha. 
positive,"@fakebryanadams The only thing that looks good on me, is .... ? "
positive,the @woothemes forum is looking clean after last nights weekend cleanup 
positive,I Feel Mighty Fine !! 
positive,"@scott_welch Have a nice day. Seriously, two flat tires on the same car. Probably a disgruntled church member "
positive,"@Viennah Yep, agreed. Brother, on the other hand, have used extended ones for months and has had no problems. Just want to try it out. "
positive,@gtvone  Oopsie!  I got drunk and post your handle in all the alt.sex.* newsgroups.  Sorry.  
positive,"@shandreen awww, thanks.  How's you? Up to anything fun? "
positive,@snbeach Greetings from Winnipeg  I have found that Twitter is the best way to place yourself within your own circle of experts...
positive,@self I really wasn't expecting a reply. It's things like this that are making the magical land of Twitter so much more enjoyable! Cheers 
positive,@jennifercampain shuze have very cool chooka boots and hunter &quot;wellies&quot;!  They're on sale too! 
positive,Morning~ home with Sladey today! We're about to eat breakfast while watching Mickey Mouse 
positive,@IndywoodFILMS  ...congrats  enjoy ...need to fly for now  Amy
